Country,Birth,Gender,Rate,Year,Value
Hungary,NB,Total,Employment rate,2019,69.9
Italy,NB,Men,Employment rate,2000,67.4
Italy,NB,Men,Employment rate,2001,68
Italy,NB,Men,Employment rate,2002,68.7
Italy,NB,Men,Employment rate,2003,69.2
Italy,NB,Men,Employment rate,2004,69.8
Italy,NB,Men,Employment rate,2005,69.2
Italy,NB,Men,Employment rate,2006,69.6
Italy,NB,Men,Employment rate,2007,69.7
Italy,NB,Men,Employment rate,2008,69.3
Italy,NB,Men,Employment rate,2009,67.7
Italy,NB,Men,Employment rate,2010,66.7
Italy,NB,Men,Employment rate,2011,66.5
Italy,NB,Men,Employment rate,2012,65.6
Italy,NB,Men,Employment rate,2013,64.2
Italy,NB,Men,Employment rate,2014,64.1
Italy,NB,Men,Employment rate,2015,64.9
Italy,NB,Men,Employment rate,2016,65.7
Italy,NB,Men,Employment rate,2017,66.3
Italy,NB,Men,Employment rate,2018,66.7
Italy,NB,Men,Employment rate,2019,67
Italy,NB,Women,Employment rate,2000,39.3
Italy,NB,Women,Employment rate,2001,40.9
Italy,NB,Women,Employment rate,2002,41.8
Italy,NB,Women,Employment rate,2003,42.7
Italy,NB,Women,Employment rate,2004,45
Italy,NB,Women,Employment rate,2005,45.1
Italy,NB,Women,Employment rate,2006,46
Italy,NB,Women,Employment rate,2007,46.2
Italy,NB,Women,Employment rate,2008,46.8
Italy,NB,Women,Employment rate,2009,45.9
Italy,NB,Women,Employment rate,2010,45.7
Italy,NB,Women,Employment rate,2011,46.1
Italy,NB,Women,Employment rate,2012,46.7
Italy,NB,Women,Employment rate,2013,46.1
Italy,NB,Women,Employment rate,2014,46.4
Italy,NB,Women,Employment rate,2015,46.9
Italy,NB,Women,Employment rate,2016,48
Italy,NB,Women,Employment rate,2017,48.8
Italy,NB,Women,Employment rate,2018,49.4
Italy,NB,Women,Employment rate,2019,50.2
Italy,NB,Total,Employment rate,2000,53.3
Italy,NB,Total,Employment rate,2001,54.4
Italy,NB,Total,Employment rate,2002,55.2
Italy,NB,Total,Employment rate,2003,56
Italy,NB,Total,Employment rate,2004,57.4
Italy,NB,Total,Employment rate,2005,57.2
Italy,NB,Total,Employment rate,2006,57.9
Italy,NB,Total,Employment rate,2007,58
Italy,NB,Total,Employment rate,2008,58.1
Italy,NB,Total,Employment rate,2009,56.9
Italy,NB,Total,Employment rate,2010,56.3
Italy,NB,Total,Employment rate,2011,56.3
Italy,NB,Total,Employment rate,2012,56.2
Italy,NB,Total,Employment rate,2013,55.2
Italy,NB,Total,Employment rate,2014,55.3
Italy,NB,Total,Employment rate,2015,55.9
Italy,NB,Total,Employment rate,2016,56.9
Italy,NB,Total,Employment rate,2017,57.6
Italy,NB,Total,Employment rate,2018,58.1
Italy,NB,Total,Employment rate,2019,58.7
United Kingdom,NB,Men,Employment rate,2000,78
United Kingdom,NB,Men,Employment rate,2001,78.1
United Kingdom,NB,Men,Employment rate,2002,77.5
United Kingdom,NB,Men,Employment rate,2003,77.9
United Kingdom,NB,Men,Employment rate,2004,77.8
United Kingdom,NB,Men,Employment rate,2005,77.6
United Kingdom,NB,Men,Employment rate,2006,76.9
United Kingdom,NB,Men,Employment rate,2007,77
United Kingdom,NB,Men,Employment rate,2008,76.9
United Kingdom,NB,Men,Employment rate,2009,74.2
United Kingdom,NB,Men,Employment rate,2010,73.8
United Kingdom,NB,Men,Employment rate,2011,73.9
United Kingdom,NB,Men,Employment rate,2012,74.7
United Kingdom,NB,Men,Employment rate,2013,75.2
United Kingdom,NB,Men,Employment rate,2014,76.4
United Kingdom,NB,Men,Employment rate,2015,77.3
United Kingdom,NB,Men,Employment rate,2016,77.7
United Kingdom,NB,Men,Employment rate,2017,77.8
United Kingdom,NB,Men,Employment rate,2018,78.4
United Kingdom,NB,Men,Employment rate,2019,78.4
United Kingdom,NB,Women,Employment rate,2000,65.5
United Kingdom,NB,Women,Employment rate,2001,65.9
United Kingdom,NB,Women,Employment rate,2002,66.2
United Kingdom,NB,Women,Employment rate,2003,66.4
United Kingdom,NB,Women,Employment rate,2004,66.6
United Kingdom,NB,Women,Employment rate,2005,66.8
United Kingdom,NB,Women,Employment rate,2006,66.8
United Kingdom,NB,Women,Employment rate,2007,66.4
United Kingdom,NB,Women,Employment rate,2008,66.8
United Kingdom,NB,Women,Employment rate,2009,65.9
United Kingdom,NB,Women,Employment rate,2010,65.4
United Kingdom,NB,Women,Employment rate,2011,65.4
United Kingdom,NB,Women,Employment rate,2012,66.4
United Kingdom,NB,Women,Employment rate,2013,67.1
United Kingdom,NB,Women,Employment rate,2014,68.4
United Kingdom,NB,Women,Employment rate,2015,69.2
United Kingdom,NB,Women,Employment rate,2016,70.1
United Kingdom,NB,Women,Employment rate,2017,71.2
United Kingdom,NB,Women,Employment rate,2018,71.4
United Kingdom,NB,Women,Employment rate,2019,72.1
United Kingdom,NB,Total,Employment rate,2000,71.7
United Kingdom,NB,Total,Employment rate,2001,72
United Kingdom,NB,Total,Employment rate,2002,71.8
United Kingdom,NB,Total,Employment rate,2003,72.1
United Kingdom,NB,Total,Employment rate,2004,72.2
United Kingdom,NB,Total,Employment rate,2005,72.2
United Kingdom,NB,Total,Employment rate,2006,71.9
United Kingdom,NB,Total,Employment rate,2007,71.6
United Kingdom,NB,Total,Employment rate,2008,71.8
United Kingdom,NB,Total,Employment rate,2009,70
United Kingdom,NB,Total,Employment rate,2010,69.6
United Kingdom,NB,Total,Employment rate,2011,69.7
United Kingdom,NB,Total,Employment rate,2012,70.6
United Kingdom,NB,Total,Employment rate,2013,71.1
United Kingdom,NB,Total,Employment rate,2014,72.4
United Kingdom,NB,Total,Employment rate,2015,73.2
United Kingdom,NB,Total,Employment rate,2016,73.9
United Kingdom,NB,Total,Employment rate,2017,74.5
United Kingdom,NB,Total,Employment rate,2018,74.9
United Kingdom,NB,Total,Employment rate,2019,75.3
United States,NB,Men,Employment rate,2000,78.5
United States,NB,Men,Employment rate,2001,77
United States,NB,Men,Employment rate,2002,75.6
United States,NB,Men,Employment rate,2003,74.6
United States,NB,Men,Employment rate,2004,74.6
United States,NB,Men,Employment rate,2005,74.9
United States,NB,Men,Employment rate,2006,75.2
United States,NB,Men,Employment rate,2007,74.8
United States,NB,Men,Employment rate,2008,73.4
United States,NB,Men,Employment rate,2009,69.1
United States,NB,Men,Employment rate,2010,68.2
United States,NB,Men,Employment rate,2011,68.4
United States,NB,Men,Employment rate,2012,69.3
United States,NB,Men,Employment rate,2013,69.3
United States,NB,Men,Employment rate,2014,70.2
United States,NB,Men,Employment rate,2015,70.9
United States,NB,Men,Employment rate,2016,71.6
United States,NB,Men,Employment rate,2017,72.2
United States,NB,Men,Employment rate,2018,72.9
United States,NB,Men,Employment rate,2019,73.4
United States,NB,Women,Employment rate,2000,68.1
United States,NB,Women,Employment rate,2001,67.5
United States,NB,Women,Employment rate,2002,66.5
United States,NB,Women,Employment rate,2003,65.9
United States,NB,Women,Employment rate,2004,65.6
United States,NB,Women,Employment rate,2005,65.8
United States,NB,Women,Employment rate,2006,66
United States,NB,Women,Employment rate,2007,65.9
United States,NB,Women,Employment rate,2008,65.5
United States,NB,Women,Employment rate,2009,63.2
United States,NB,Women,Employment rate,2010,62.2
United States,NB,Women,Employment rate,2011,61.9
United States,NB,Women,Employment rate,2012,62
United States,NB,Women,Employment rate,2013,62.2
United States,NB,Women,Employment rate,2014,63
United States,NB,Women,Employment rate,2015,63.6
United States,NB,Women,Employment rate,2016,64.2
United States,NB,Women,Employment rate,2017,64.9
United States,NB,Women,Employment rate,2018,65.6
United States,NB,Women,Employment rate,2019,66.4
United States,NB,Total,Employment rate,2000,73.2
United States,NB,Total,Employment rate,2001,72.1
United States,NB,Total,Employment rate,2002,71
United States,NB,Total,Employment rate,2003,70.1
United States,NB,Total,Employment rate,2004,70
United States,NB,Total,Employment rate,2005,70.2
United States,NB,Total,Employment rate,2006,70.5
United States,NB,Total,Employment rate,2007,70.3
United States,NB,Total,Employment rate,2008,69.4
United States,NB,Total,Employment rate,2009,66.1
United States,NB,Total,Employment rate,2010,65.2
United States,NB,Total,Employment rate,2011,65.1
United States,NB,Total,Employment rate,2012,65.6
United States,NB,Total,Employment rate,2013,65.7
United States,NB,Total,Employment rate,2014,66.5
United States,NB,Total,Employment rate,2015,67.2
United States,NB,Total,Employment rate,2016,67.9
United States,NB,Total,Employment rate,2017,68.5
United States,NB,Total,Employment rate,2018,69.2
United States,NB,Total,Employment rate,2019,69.8
