Country,Place of birth,Gender,Rate,Year,Unit,PowerCode,Value
Germany,Foreign-born,Women,Participation rate,2014,Percentage,Units,64.9
Germany,Foreign-born,Women,Participation rate,2015,Percentage,Units,64.8
Germany,Foreign-born,Women,Participation rate,2016,Percentage,Units,64.5
Germany,Foreign-born,Women,Participation rate,2017,Percentage,Units,64.6
Germany,Foreign-born,Women,Participation rate,2018,Percentage,Units,65.2
Germany,Foreign-born,Women,Participation rate,2019,Percentage,Units,66.1
Germany,Foreign-born,Total,Employment rate,2000,Percentage,Units,59.4
Germany,Foreign-born,Total,Employment rate,2001,Percentage,Units,60.8
Germany,Foreign-born,Total,Employment rate,2002,Percentage,Units,60.2
Germany,Foreign-born,Total,Employment rate,2003,Percentage,Units,58.9
Germany,Foreign-born,Total,Employment rate,2004,Percentage,Units,57.8
Germany,Foreign-born,Total,Employment rate,2005,Percentage,Units,56.4
Germany,Foreign-born,Total,Employment rate,2006,Percentage,Units,58.2
Germany,Foreign-born,Total,Employment rate,2007,Percentage,Units,60.2
Germany,Foreign-born,Total,Employment rate,2008,Percentage,Units,62.9
Germany,Foreign-born,Total,Employment rate,2009,Percentage,Units,62.1
Germany,Foreign-born,Total,Employment rate,2010,Percentage,Units,65
Germany,Foreign-born,Total,Employment rate,2011,Percentage,Units,66.9
Germany,Foreign-born,Total,Employment rate,2012,Percentage,Units,68
Germany,Foreign-born,Total,Employment rate,2013,Percentage,Units,68.3
Germany,Foreign-born,Total,Employment rate,2014,Percentage,Units,68.4
Germany,Foreign-born,Total,Employment rate,2015,Percentage,Units,68.4
Germany,Foreign-born,Total,Employment rate,2016,Percentage,Units,68
Germany,Foreign-born,Total,Employment rate,2017,Percentage,Units,68.1
Germany,Foreign-born,Total,Employment rate,2018,Percentage,Units,69.5
Germany,Foreign-born,Total,Employment rate,2019,Percentage,Units,70.8
Germany,Foreign-born,Total,Unemployment rate,2000,Percentage,Units,10.6
Germany,Foreign-born,Total,Unemployment rate,2001,Percentage,Units,9.8
Germany,Foreign-born,Total,Unemployment rate,2002,Percentage,Units,10.5
Germany,Foreign-born,Total,Unemployment rate,2003,Percentage,Units,13.1
Germany,Foreign-born,Total,Unemployment rate,2004,Percentage,Units,14.5
Germany,Foreign-born,Total,Unemployment rate,2005,Percentage,Units,17.5
Germany,Foreign-born,Total,Unemployment rate,2006,Percentage,Units,16.7
Germany,Foreign-born,Total,Unemployment rate,2007,Percentage,Units,14.6
Germany,Foreign-born,Total,Unemployment rate,2008,Percentage,Units,12.3
Germany,Foreign-born,Total,Unemployment rate,2009,Percentage,Units,13.1
Germany,Foreign-born,Total,Unemployment rate,2010,Percentage,Units,10.8
Germany,Foreign-born,Total,Unemployment rate,2011,Percentage,Units,8.9
Germany,Foreign-born,Total,Unemployment rate,2012,Percentage,Units,8.5
Germany,Foreign-born,Total,Unemployment rate,2013,Percentage,Units,8.1
Germany,Foreign-born,Total,Unemployment rate,2014,Percentage,Units,7.9
Germany,Foreign-born,Total,Unemployment rate,2015,Percentage,Units,7.7
Germany,Foreign-born,Total,Unemployment rate,2016,Percentage,Units,6.8
Germany,Foreign-born,Total,Unemployment rate,2017,Percentage,Units,6.4
Germany,Foreign-born,Total,Unemployment rate,2018,Percentage,Units,6
Germany,Foreign-born,Total,Unemployment rate,2019,Percentage,Units,5.6
Germany,Foreign-born,Total,Participation rate,2000,Percentage,Units,66.5
Germany,Foreign-born,Total,Participation rate,2001,Percentage,Units,67.4
Germany,Foreign-born,Total,Participation rate,2002,Percentage,Units,67.2
Germany,Foreign-born,Total,Participation rate,2003,Percentage,Units,67.8
Germany,Foreign-born,Total,Participation rate,2004,Percentage,Units,67.6
Germany,Foreign-born,Total,Participation rate,2005,Percentage,Units,68.4
Germany,Foreign-born,Total,Participation rate,2006,Percentage,Units,69.9
Germany,Foreign-born,Total,Participation rate,2007,Percentage,Units,70.5
Germany,Foreign-born,Total,Participation rate,2008,Percentage,Units,71.7
Germany,Foreign-born,Total,Participation rate,2009,Percentage,Units,71.5
Germany,Foreign-born,Total,Participation rate,2010,Percentage,Units,72.9
Germany,Foreign-born,Total,Participation rate,2011,Percentage,Units,73.4
Germany,Foreign-born,Total,Participation rate,2012,Percentage,Units,74.3
Germany,Foreign-born,Total,Participation rate,2013,Percentage,Units,74.3
Germany,Foreign-born,Total,Participation rate,2014,Percentage,Units,74.2
Germany,Foreign-born,Total,Participation rate,2015,Percentage,Units,74.1
Germany,Foreign-born,Total,Participation rate,2016,Percentage,Units,73
Germany,Foreign-born,Total,Participation rate,2017,Percentage,Units,72.7
Germany,Foreign-born,Total,Participation rate,2018,Percentage,Units,73.9
Germany,Foreign-born,Total,Participation rate,2019,Percentage,Units,75
Italy,Foreign-born,Men,Employment rate,2000,Percentage,Units,82.3
Italy,Foreign-born,Men,Employment rate,2001,Percentage,Units,80.4
Italy,Foreign-born,Men,Employment rate,2002,Percentage,Units,84
Italy,Foreign-born,Men,Employment rate,2003,Percentage,Units,85.8
Italy,Foreign-born,Men,Employment rate,2004,Percentage,Units,80.7
Italy,Foreign-born,Men,Employment rate,2005,Percentage,Units,79.9
Italy,Foreign-born,Men,Employment rate,2006,Percentage,Units,81.9
Italy,Foreign-born,Men,Employment rate,2007,Percentage,Units,82.4
Italy,Foreign-born,Men,Employment rate,2008,Percentage,Units,80.9
Italy,Foreign-born,Men,Employment rate,2009,Percentage,Units,77.3
Italy,Foreign-born,Men,Employment rate,2010,Percentage,Units,76.1
Italy,Foreign-born,Men,Employment rate,2011,Percentage,Units,75.6
Italy,Foreign-born,Men,Employment rate,2012,Percentage,Units,72.3
Italy,Foreign-born,Men,Employment rate,2013,Percentage,Units,68.6
Italy,Foreign-born,Men,Employment rate,2014,Percentage,Units,68.7
Italy,Foreign-born,Men,Employment rate,2015,Percentage,Units,70
Italy,Foreign-born,Men,Employment rate,2016,Percentage,Units,71.7
Italy,Foreign-born,Men,Employment rate,2017,Percentage,Units,72.4
Italy,Foreign-born,Men,Employment rate,2018,Percentage,Units,73.9
Italy,Foreign-born,Men,Employment rate,2019,Percentage,Units,75.1
Italy,Foreign-born,Men,Unemployment rate,2000,Percentage,Units,6.9
Italy,Foreign-born,Men,Unemployment rate,2001,Percentage,Units,7.8
Italy,Foreign-born,Men,Unemployment rate,2002,Percentage,Units,4.8
Italy,Foreign-born,Men,Unemployment rate,2003,Percentage,Units,3.8
Italy,Foreign-born,Men,Unemployment rate,2004,Percentage,Units,6.2
Italy,Foreign-born,Men,Unemployment rate,2005,Percentage,Units,6.8
Italy,Foreign-born,Men,Unemployment rate,2006,Percentage,Units,5.7
Italy,Foreign-born,Men,Unemployment rate,2007,Percentage,Units,5.3
Italy,Foreign-born,Men,Unemployment rate,2008,Percentage,Units,5.9
Italy,Foreign-born,Men,Unemployment rate,2009,Percentage,Units,9.4
Italy,Foreign-born,Men,Unemployment rate,2010,Percentage,Units,10
Italy,Foreign-born,Men,Unemployment rate,2011,Percentage,Units,9.7
Italy,Foreign-born,Men,Unemployment rate,2012,Percentage,Units,12.4
Italy,Foreign-born,Men,Unemployment rate,2013,Percentage,Units,15.9
Italy,Foreign-born,Men,Unemployment rate,2014,Percentage,Units,15.6
Italy,Foreign-born,Men,Unemployment rate,2015,Percentage,Units,14.5
Italy,Foreign-born,Men,Unemployment rate,2016,Percentage,Units,13.2
Italy,Foreign-born,Men,Unemployment rate,2017,Percentage,Units,12.6
Italy,Foreign-born,Men,Unemployment rate,2018,Percentage,Units,11.9
Italy,Foreign-born,Men,Unemployment rate,2019,Percentage,Units,11
Italy,Foreign-born,Men,Participation rate,2000,Percentage,Units,88.4
Italy,Foreign-born,Men,Participation rate,2001,Percentage,Units,87.2
Italy,Foreign-born,Men,Participation rate,2002,Percentage,Units,88.2
Italy,Foreign-born,Men,Participation rate,2003,Percentage,Units,89.2
Italy,Foreign-born,Men,Participation rate,2004,Percentage,Units,86
Italy,Foreign-born,Men,Participation rate,2005,Percentage,Units,85.7
Italy,Foreign-born,Men,Participation rate,2006,Percentage,Units,86.9
Italy,Foreign-born,Men,Participation rate,2007,Percentage,Units,87
Italy,Foreign-born,Men,Participation rate,2008,Percentage,Units,86
Italy,Foreign-born,Men,Participation rate,2009,Percentage,Units,85.3
Italy,Foreign-born,Men,Participation rate,2010,Percentage,Units,84.6
Italy,Foreign-born,Men,Participation rate,2011,Percentage,Units,83.7
Italy,Foreign-born,Men,Participation rate,2012,Percentage,Units,82.5
Italy,Foreign-born,Men,Participation rate,2013,Percentage,Units,81.6
Italy,Foreign-born,Men,Participation rate,2014,Percentage,Units,81.4
Italy,Foreign-born,Men,Participation rate,2015,Percentage,Units,81.9
Italy,Foreign-born,Men,Participation rate,2016,Percentage,Units,82.6
Italy,Foreign-born,Men,Participation rate,2017,Percentage,Units,82.8
Italy,Foreign-born,Men,Participation rate,2018,Percentage,Units,83.8
Italy,Foreign-born,Men,Participation rate,2019,Percentage,Units,84.4
Italy,Foreign-born,Women,Employment rate,2000,Percentage,Units,40.5
Italy,Foreign-born,Women,Employment rate,2001,Percentage,Units,39.5
Italy,Foreign-born,Women,Employment rate,2002,Percentage,Units,46.9
Italy,Foreign-born,Women,Employment rate,2003,Percentage,Units,48.6
Italy,Foreign-born,Women,Employment rate,2004,Percentage,Units,49.1
Italy,Foreign-born,Women,Employment rate,2005,Percentage,Units,47.6
Italy,Foreign-born,Women,Employment rate,2006,Percentage,Units,49.9
Italy,Foreign-born,Women,Employment rate,2007,Percentage,Units,51
Italy,Foreign-born,Women,Employment rate,2008,Percentage,Units,51.1
Italy,Foreign-born,Women,Employment rate,2009,Percentage,Units,50.2
Italy,Foreign-born,Women,Employment rate,2010,Percentage,Units,49.5
Italy,Foreign-born,Women,Employment rate,2011,Percentage,Units,49.4
Italy,Foreign-born,Women,Employment rate,2012,Percentage,Units,50
Italy,Foreign-born,Women,Employment rate,2013,Percentage,Units,49.4
Italy,Foreign-born,Women,Employment rate,2014,Percentage,Units,49.7
Italy,Foreign-born,Women,Employment rate,2015,Percentage,Units,49
Italy,Foreign-born,Women,Employment rate,2016,Percentage,Units,48.8
Italy,Foreign-born,Women,Employment rate,2017,Percentage,Units,49.5
Italy,Foreign-born,Women,Employment rate,2018,Percentage,Units,50.2
Italy,Foreign-born,Women,Employment rate,2019,Percentage,Units,49.9
Italy,Foreign-born,Women,Unemployment rate,2000,Percentage,Units,21.1
Italy,Foreign-born,Women,Unemployment rate,2001,Percentage,Units,21.4
Italy,Foreign-born,Women,Unemployment rate,2002,Percentage,Units,15.1
Italy,Foreign-born,Women,Unemployment rate,2003,Percentage,Units,10.6
Italy,Foreign-born,Women,Unemployment rate,2004,Percentage,Units,13.2
Italy,Foreign-born,Women,Unemployment rate,2005,Percentage,Units,14.5
Italy,Foreign-born,Women,Unemployment rate,2006,Percentage,Units,12.4
Italy,Foreign-born,Women,Unemployment rate,2007,Percentage,Units,11.4
Italy,Foreign-born,Women,Unemployment rate,2008,Percentage,Units,11.8
Italy,Foreign-born,Women,Unemployment rate,2009,Percentage,Units,13
Italy,Foreign-born,Women,Unemployment rate,2010,Percentage,Units,13.3
Italy,Foreign-born,Women,Unemployment rate,2011,Percentage,Units,14.1
Italy,Foreign-born,Women,Unemployment rate,2012,Percentage,Units,15.5
Italy,Foreign-born,Women,Unemployment rate,2013,Percentage,Units,17.5
Italy,Foreign-born,Women,Unemployment rate,2014,Percentage,Units,17.4
Italy,Foreign-born,Women,Unemployment rate,2015,Percentage,Units,17
Italy,Foreign-born,Women,Unemployment rate,2016,Percentage,Units,16.9
Italy,Foreign-born,Women,Unemployment rate,2017,Percentage,Units,16.1
Italy,Foreign-born,Women,Unemployment rate,2018,Percentage,Units,15.8
Italy,Foreign-born,Women,Unemployment rate,2019,Percentage,Units,15.6
Italy,Foreign-born,Women,Participation rate,2000,Percentage,Units,51.3
Italy,Foreign-born,Women,Participation rate,2001,Percentage,Units,50.3
Italy,Foreign-born,Women,Participation rate,2002,Percentage,Units,55.2
Italy,Foreign-born,Women,Participation rate,2003,Percentage,Units,54.3
Italy,Foreign-born,Women,Participation rate,2004,Percentage,Units,56.5
Italy,Foreign-born,Women,Participation rate,2005,Percentage,Units,55.6
Italy,Foreign-born,Women,Participation rate,2006,Percentage,Units,57
Italy,Foreign-born,Women,Participation rate,2007,Percentage,Units,57.6
Italy,Foreign-born,Women,Participation rate,2008,Percentage,Units,58
Italy,Foreign-born,Women,Participation rate,2009,Percentage,Units,57.7
Italy,Foreign-born,Women,Participation rate,2010,Percentage,Units,57.1
Italy,Foreign-born,Women,Participation rate,2011,Percentage,Units,57.6
Italy,Foreign-born,Women,Participation rate,2012,Percentage,Units,59.1
Italy,Foreign-born,Women,Participation rate,2013,Percentage,Units,59.9
Italy,Foreign-born,Women,Participation rate,2014,Percentage,Units,60.1
Italy,Foreign-born,Women,Participation rate,2015,Percentage,Units,59
Italy,Foreign-born,Women,Participation rate,2016,Percentage,Units,58.7
Italy,Foreign-born,Women,Participation rate,2017,Percentage,Units,59
Italy,Foreign-born,Women,Participation rate,2018,Percentage,Units,59.6
Italy,Foreign-born,Women,Participation rate,2019,Percentage,Units,59.2
Italy,Foreign-born,Total,Employment rate,2000,Percentage,Units,60.9
Italy,Foreign-born,Total,Employment rate,2001,Percentage,Units,59.2
Italy,Foreign-born,Total,Employment rate,2002,Percentage,Units,65.3
Italy,Foreign-born,Total,Employment rate,2003,Percentage,Units,67.2
Italy,Foreign-born,Total,Employment rate,2004,Percentage,Units,63.4
Italy,Foreign-born,Total,Employment rate,2005,Percentage,Units,63
Italy,Foreign-born,Total,Employment rate,2006,Percentage,Units,65.1
Italy,Foreign-born,Total,Employment rate,2007,Percentage,Units,65.9
Italy,Foreign-born,Total,Employment rate,2008,Percentage,Units,65.1
Italy,Foreign-born,Total,Employment rate,2009,Percentage,Units,62.8
Italy,Foreign-born,Total,Employment rate,2010,Percentage,Units,61.9
Italy,Foreign-born,Total,Employment rate,2011,Percentage,Units,61.5
Italy,Foreign-born,Total,Employment rate,2012,Percentage,Units,60
Italy,Foreign-born,Total,Employment rate,2013,Percentage,Units,58.1
Italy,Foreign-born,Total,Employment rate,2014,Percentage,Units,58.4
Italy,Foreign-born,Total,Employment rate,2015,Percentage,Units,58.6
Italy,Foreign-born,Total,Employment rate,2016,Percentage,Units,59.2
Italy,Foreign-born,Total,Employment rate,2017,Percentage,Units,60
Italy,Foreign-born,Total,Employment rate,2018,Percentage,Units,60.9
Italy,Foreign-born,Total,Employment rate,2019,Percentage,Units,61.4
Italy,Foreign-born,Total,Unemployment rate,2000,Percentage,Units,12.2
Italy,Foreign-born,Total,Unemployment rate,2001,Percentage,Units,13
Italy,Foreign-born,Total,Unemployment rate,2002,Percentage,Units,8.8
Italy,Foreign-born,Total,Unemployment rate,2003,Percentage,Units,6.4
Italy,Foreign-born,Total,Unemployment rate,2004,Percentage,Units,9.2
Italy,Foreign-born,Total,Unemployment rate,2005,Percentage,Units,10
Italy,Foreign-born,Total,Unemployment rate,2006,Percentage,Units,8.5
Italy,Foreign-born,Total,Unemployment rate,2007,Percentage,Units,7.9
Italy,Foreign-born,Total,Unemployment rate,2008,Percentage,Units,8.5
Italy,Foreign-born,Total,Unemployment rate,2009,Percentage,Units,11
Italy,Foreign-born,Total,Unemployment rate,2010,Percentage,Units,11.5
Italy,Foreign-born,Total,Unemployment rate,2011,Percentage,Units,11.7
Italy,Foreign-born,Total,Unemployment rate,2012,Percentage,Units,13.8
Italy,Foreign-born,Total,Unemployment rate,2013,Percentage,Units,16.7
Italy,Foreign-born,Total,Unemployment rate,2014,Percentage,Units,16.4
Italy,Foreign-born,Total,Unemployment rate,2015,Percentage,Units,15.7
Italy,Foreign-born,Total,Unemployment rate,2016,Percentage,Units,14.9
Italy,Foreign-born,Total,Unemployment rate,2017,Percentage,Units,14.2
Italy,Foreign-born,Total,Unemployment rate,2018,Percentage,Units,13.7
Italy,Foreign-born,Total,Unemployment rate,2019,Percentage,Units,13.1
Italy,Foreign-born,Total,Participation rate,2000,Percentage,Units,69.4
Italy,Foreign-born,Total,Participation rate,2001,Percentage,Units,68.1
Italy,Foreign-born,Total,Participation rate,2002,Percentage,Units,71.6
Italy,Foreign-born,Total,Participation rate,2003,Percentage,Units,71.8
Italy,Foreign-born,Total,Participation rate,2004,Percentage,Units,69.9
Italy,Foreign-born,Total,Participation rate,2005,Percentage,Units,70
Italy,Foreign-born,Total,Participation rate,2006,Percentage,Units,71.2
Italy,Foreign-born,Total,Participation rate,2007,Percentage,Units,71.6
Italy,Foreign-born,Total,Participation rate,2008,Percentage,Units,71.1
Italy,Foreign-born,Total,Participation rate,2009,Percentage,Units,70.6
Italy,Foreign-born,Total,Participation rate,2010,Percentage,Units,69.9
Italy,Foreign-born,Total,Participation rate,2011,Percentage,Units,69.6
Italy,Foreign-born,Total,Participation rate,2012,Percentage,Units,69.7
Italy,Foreign-born,Total,Participation rate,2013,Percentage,Units,69.7
Italy,Foreign-born,Total,Participation rate,2014,Percentage,Units,69.8
Italy,Foreign-born,Total,Participation rate,2015,Percentage,Units,69.5
Italy,Foreign-born,Total,Participation rate,2016,Percentage,Units,69.6
Italy,Foreign-born,Total,Participation rate,2017,Percentage,Units,69.9
Italy,Foreign-born,Total,Participation rate,2018,Percentage,Units,70.6
Italy,Foreign-born,Total,Participation rate,2019,Percentage,Units,70.7
Spain,Foreign-born,Men,Employment rate,2000,Percentage,Units,75.4
Spain,Foreign-born,Men,Employment rate,2001,Percentage,Units,78.4
Spain,Foreign-born,Men,Employment rate,2002,Percentage,Units,78.1
Spain,Foreign-born,Men,Employment rate,2003,Percentage,Units,78.3
Spain,Foreign-born,Men,Employment rate,2004,Percentage,Units,78.8
Spain,Foreign-born,Men,Employment rate,2005,Percentage,Units,79.6
Spain,Foreign-born,Men,Employment rate,2006,Percentage,Units,81.9
Spain,Foreign-born,Men,Employment rate,2007,Percentage,Units,80.8
Spain,Foreign-born,Men,Employment rate,2008,Percentage,Units,73.3
Spain,Foreign-born,Men,Employment rate,2009,Percentage,Units,61
Spain,Foreign-born,Men,Employment rate,2010,Percentage,Units,57.9
Spain,Foreign-born,Men,Employment rate,2011,Percentage,Units,59.8
Spain,Foreign-born,Men,Employment rate,2012,Percentage,Units,54.5
Spain,Foreign-born,Men,Employment rate,2013,Percentage,Units,53.2
Spain,Foreign-born,Men,Employment rate,2014,Percentage,Units,56
Spain,Foreign-born,Men,Employment rate,2015,Percentage,Units,60
Spain,Foreign-born,Men,Employment rate,2016,Percentage,Units,63.6
Spain,Foreign-born,Men,Employment rate,2017,Percentage,Units,65.8
Spain,Foreign-born,Men,Employment rate,2018,Percentage,Units,68.5
Spain,Foreign-born,Men,Employment rate,2019,Percentage,Units,70.5
Spain,Foreign-born,Men,Unemployment rate,2000,Percentage,Units,11.8
Spain,Foreign-born,Men,Unemployment rate,2001,Percentage,Units,10.3
Spain,Foreign-born,Men,Unemployment rate,2002,Percentage,Units,10.5
Spain,Foreign-born,Men,Unemployment rate,2003,Percentage,Units,11.4
Spain,Foreign-born,Men,Unemployment rate,2004,Percentage,Units,11.7
Spain,Foreign-born,Men,Unemployment rate,2005,Percentage,Units,9.1
Spain,Foreign-born,Men,Unemployment rate,2006,Percentage,Units,7.7
Spain,Foreign-born,Men,Unemployment rate,2007,Percentage,Units,8.3
Spain,Foreign-born,Men,Unemployment rate,2008,Percentage,Units,16
Spain,Foreign-born,Men,Unemployment rate,2009,Percentage,Units,29.5
Spain,Foreign-born,Men,Unemployment rate,2010,Percentage,Units,32.9
Spain,Foreign-born,Men,Unemployment rate,2011,Percentage,Units,30.9
Spain,Foreign-born,Men,Unemployment rate,2012,Percentage,Units,36.5
Spain,Foreign-born,Men,Unemployment rate,2013,Percentage,Units,37.4
Spain,Foreign-born,Men,Unemployment rate,2014,Percentage,Units,34
Spain,Foreign-born,Men,Unemployment rate,2015,Percentage,Units,29.5
Spain,Foreign-born,Men,Unemployment rate,2016,Percentage,Units,24.7
Spain,Foreign-born,Men,Unemployment rate,2017,Percentage,Units,22.2
Spain,Foreign-born,Men,Unemployment rate,2018,Percentage,Units,19.1
Spain,Foreign-born,Men,Unemployment rate,2019,Percentage,Units,16.7
Spain,Foreign-born,Men,Participation rate,2000,Percentage,Units,85.4
Spain,Foreign-born,Men,Participation rate,2001,Percentage,Units,87.4
Spain,Foreign-born,Men,Participation rate,2002,Percentage,Units,87.2
Spain,Foreign-born,Men,Participation rate,2003,Percentage,Units,88.3
Spain,Foreign-born,Men,Participation rate,2004,Percentage,Units,89.3
Spain,Foreign-born,Men,Participation rate,2005,Percentage,Units,87.5
Spain,Foreign-born,Men,Participation rate,2006,Percentage,Units,88.8
Spain,Foreign-born,Men,Participation rate,2007,Percentage,Units,88.2
Spain,Foreign-born,Men,Participation rate,2008,Percentage,Units,87.2
Spain,Foreign-born,Men,Participation rate,2009,Percentage,Units,86.5
Spain,Foreign-born,Men,Participation rate,2010,Percentage,Units,86.2
Spain,Foreign-born,Men,Participation rate,2011,Percentage,Units,86.5
Spain,Foreign-born,Men,Participation rate,2012,Percentage,Units,85.7
Spain,Foreign-born,Men,Participation rate,2013,Percentage,Units,85
Spain,Foreign-born,Men,Participation rate,2014,Percentage,Units,84.8
Spain,Foreign-born,Men,Participation rate,2015,Percentage,Units,85.2
Spain,Foreign-born,Men,Participation rate,2016,Percentage,Units,84.5
Spain,Foreign-born,Men,Participation rate,2017,Percentage,Units,84.7
Spain,Foreign-born,Men,Participation rate,2018,Percentage,Units,84.6
Spain,Foreign-born,Men,Participation rate,2019,Percentage,Units,84.6
Spain,Foreign-born,Women,Employment rate,2000,Percentage,Units,45.7
Spain,Foreign-born,Women,Employment rate,2001,Percentage,Units,50
Spain,Foreign-born,Women,Employment rate,2002,Percentage,Units,53.5
Spain,Foreign-born,Women,Employment rate,2003,Percentage,Units,53.1
Spain,Foreign-born,Women,Employment rate,2004,Percentage,Units,54.6
Spain,Foreign-born,Women,Employment rate,2005,Percentage,Units,59.2
Spain,Foreign-born,Women,Employment rate,2006,Percentage,Units,57.5
Spain,Foreign-born,Women,Employment rate,2007,Percentage,Units,60.6
Spain,Foreign-born,Women,Employment rate,2008,Percentage,Units,58.5
Spain,Foreign-born,Women,Employment rate,2009,Percentage,Units,54.1
Spain,Foreign-born,Women,Employment rate,2010,Percentage,Units,52.7
Spain,Foreign-born,Women,Employment rate,2011,Percentage,Units,50.8
Spain,Foreign-born,Women,Employment rate,2012,Percentage,Units,49.9
Spain,Foreign-born,Women,Employment rate,2013,Percentage,Units,48.4
Spain,Foreign-born,Women,Employment rate,2014,Percentage,Units,49.1
Spain,Foreign-born,Women,Employment rate,2015,Percentage,Units,50.9
Spain,Foreign-born,Women,Employment rate,2016,Percentage,Units,52.2
Spain,Foreign-born,Women,Employment rate,2017,Percentage,Units,54.3
Spain,Foreign-born,Women,Employment rate,2018,Percentage,Units,55.6
Spain,Foreign-born,Women,Employment rate,2019,Percentage,Units,55.9
Spain,Foreign-born,Women,Unemployment rate,2000,Percentage,Units,20
Spain,Foreign-born,Women,Unemployment rate,2001,Percentage,Units,15.6
Spain,Foreign-born,Women,Unemployment rate,2002,Percentage,Units,17.5
Spain,Foreign-born,Women,Unemployment rate,2003,Percentage,Units,17.7
Spain,Foreign-born,Women,Unemployment rate,2004,Percentage,Units,16.8
Spain,Foreign-born,Women,Unemployment rate,2005,Percentage,Units,13.8
Spain,Foreign-born,Women,Unemployment rate,2006,Percentage,Units,15.7
Spain,Foreign-born,Women,Unemployment rate,2007,Percentage,Units,12.6
Spain,Foreign-born,Women,Unemployment rate,2008,Percentage,Units,16.8
Spain,Foreign-born,Women,Unemployment rate,2009,Percentage,Units,24.9
Spain,Foreign-born,Women,Unemployment rate,2010,Percentage,Units,27.6
Spain,Foreign-born,Women,Unemployment rate,2011,Percentage,Units,30
Spain,Foreign-born,Women,Unemployment rate,2012,Percentage,Units,32.4
Spain,Foreign-born,Women,Unemployment rate,2013,Percentage,Units,34.1
Spain,Foreign-born,Women,Unemployment rate,2014,Percentage,Units,32.6
Spain,Foreign-born,Women,Unemployment rate,2015,Percentage,Units,30.1
Spain,Foreign-born,Women,Unemployment rate,2016,Percentage,Units,27.6
Spain,Foreign-born,Women,Unemployment rate,2017,Percentage,Units,24.6
Spain,Foreign-born,Women,Unemployment rate,2018,Percentage,Units,22.3
Spain,Foreign-born,Women,Unemployment rate,2019,Percentage,Units,21.3
Spain,Foreign-born,Women,Participation rate,2000,Percentage,Units,57.1
Spain,Foreign-born,Women,Participation rate,2001,Percentage,Units,59.2
Spain,Foreign-born,Women,Participation rate,2002,Percentage,Units,64.8
Spain,Foreign-born,Women,Participation rate,2003,Percentage,Units,64.5
Spain,Foreign-born,Women,Participation rate,2004,Percentage,Units,65.6
Spain,Foreign-born,Women,Participation rate,2005,Percentage,Units,68.7
Spain,Foreign-born,Women,Participation rate,2006,Percentage,Units,68.3
Spain,Foreign-born,Women,Participation rate,2007,Percentage,Units,69.3
Spain,Foreign-born,Women,Participation rate,2008,Percentage,Units,70.4
Spain,Foreign-born,Women,Participation rate,2009,Percentage,Units,72
Spain,Foreign-born,Women,Participation rate,2010,Percentage,Units,72.8
Spain,Foreign-born,Women,Participation rate,2011,Percentage,Units,72.5
Spain,Foreign-born,Women,Participation rate,2012,Percentage,Units,73.9
Spain,Foreign-born,Women,Participation rate,2013,Percentage,Units,73.5
Spain,Foreign-born,Women,Participation rate,2014,Percentage,Units,72.7
Spain,Foreign-born,Women,Participation rate,2015,Percentage,Units,72.9
Spain,Foreign-born,Women,Participation rate,2016,Percentage,Units,72.1
Spain,Foreign-born,Women,Participation rate,2017,Percentage,Units,72
Spain,Foreign-born,Women,Participation rate,2018,Percentage,Units,71.6
Spain,Foreign-born,Women,Participation rate,2019,Percentage,Units,71
Spain,Foreign-born,Total,Employment rate,2000,Percentage,Units,60.1
Spain,Foreign-born,Total,Employment rate,2001,Percentage,Units,64.1
Spain,Foreign-born,Total,Employment rate,2002,Percentage,Units,65.3
Spain,Foreign-born,Total,Employment rate,2003,Percentage,Units,65.5
Spain,Foreign-born,Total,Employment rate,2004,Percentage,Units,66.6
Spain,Foreign-born,Total,Employment rate,2005,Percentage,Units,69.3
Spain,Foreign-born,Total,Employment rate,2006,Percentage,Units,69.7
Spain,Foreign-born,Total,Employment rate,2007,Percentage,Units,70.3
Spain,Foreign-born,Total,Employment rate,2008,Percentage,Units,65.8
Spain,Foreign-born,Total,Employment rate,2009,Percentage,Units,57.4
Spain,Foreign-born,Total,Employment rate,2010,Percentage,Units,55.3
Spain,Foreign-born,Total,Employment rate,2011,Percentage,Units,55.1
Spain,Foreign-born,Total,Employment rate,2012,Percentage,Units,52.1
Spain,Foreign-born,Total,Employment rate,2013,Percentage,Units,50.7
Spain,Foreign-born,Total,Employment rate,2014,Percentage,Units,52.3
Spain,Foreign-born,Total,Employment rate,2015,Percentage,Units,55.2
Spain,Foreign-born,Total,Employment rate,2016,Percentage,Units,57.6
Spain,Foreign-born,Total,Employment rate,2017,Percentage,Units,59.6
Spain,Foreign-born,Total,Employment rate,2018,Percentage,Units,61.6
Spain,Foreign-born,Total,Employment rate,2019,Percentage,Units,62.7
Spain,Foreign-born,Total,Unemployment rate,2000,Percentage,Units,15.2
Spain,Foreign-born,Total,Unemployment rate,2001,Percentage,Units,12.5
Spain,Foreign-born,Total,Unemployment rate,2002,Percentage,Units,13.6
Spain,Foreign-born,Total,Unemployment rate,2003,Percentage,Units,14.1
Spain,Foreign-born,Total,Unemployment rate,2004,Percentage,Units,13.9
Spain,Foreign-born,Total,Unemployment rate,2005,Percentage,Units,11.2
Spain,Foreign-born,Total,Unemployment rate,2006,Percentage,Units,11.2
Spain,Foreign-born,Total,Unemployment rate,2007,Percentage,Units,10.3
