Country,Birth,Gender,Rate,Year,Value
Hungary,NB,Total,Participation rate,2019,72.4
Italy,NB,Men,Participation rate,2000,73.6
Italy,NB,Men,Participation rate,2001,73.5
Italy,NB,Men,Participation rate,2002,74
Italy,NB,Men,Participation rate,2003,74.5
Italy,NB,Men,Participation rate,2004,74.6
Italy,NB,Men,Participation rate,2005,73.8
Italy,NB,Men,Participation rate,2006,73.7
Italy,NB,Men,Participation rate,2007,73.4
Italy,NB,Men,Participation rate,2008,73.4
Italy,NB,Men,Participation rate,2009,72.5
Italy,NB,Men,Participation rate,2010,72
Italy,NB,Men,Participation rate,2011,71.8
Italy,NB,Men,Participation rate,2012,72.7
Italy,NB,Men,Participation rate,2013,72.2
Italy,NB,Men,Participation rate,2014,72.5
Italy,NB,Men,Participation rate,2015,73
Italy,NB,Men,Participation rate,2016,73.7
Italy,NB,Men,Participation rate,2017,73.9
Italy,NB,Men,Participation rate,2018,73.9
Italy,NB,Men,Participation rate,2019,73.6
Italy,NB,Women,Participation rate,2000,46.2
Italy,NB,Women,Participation rate,2001,47
Italy,NB,Women,Participation rate,2002,47.9
Italy,NB,Women,Participation rate,2003,48.6
Italy,NB,Women,Participation rate,2004,50.1
Italy,NB,Women,Participation rate,2005,49.9
Italy,NB,Women,Participation rate,2006,50.3
Italy,NB,Women,Participation rate,2007,50
Italy,NB,Women,Participation rate,2008,51
Italy,NB,Women,Participation rate,2009,50.4
Italy,NB,Women,Participation rate,2010,50.3
Italy,NB,Women,Participation rate,2011,50.6
Italy,NB,Women,Participation rate,2012,52.6
Italy,NB,Women,Participation rate,2013,52.6
Italy,NB,Women,Participation rate,2014,53.5
Italy,NB,Women,Participation rate,2015,53.3
Italy,NB,Women,Participation rate,2016,54.6
Italy,NB,Women,Participation rate,2017,55.4
Italy,NB,Women,Participation rate,2018,55.6
Italy,NB,Women,Participation rate,2019,56
Italy,NB,Total,Participation rate,2000,59.8
Italy,NB,Total,Participation rate,2001,60.2
Italy,NB,Total,Participation rate,2002,60.9
Italy,NB,Total,Participation rate,2003,61.5
Italy,NB,Total,Participation rate,2004,62.3
Italy,NB,Total,Participation rate,2005,61.9
Italy,NB,Total,Participation rate,2006,62
Italy,NB,Total,Participation rate,2007,61.7
Italy,NB,Total,Participation rate,2008,62.2
Italy,NB,Total,Participation rate,2009,61.5
Italy,NB,Total,Participation rate,2010,61.2
Italy,NB,Total,Participation rate,2011,61.3
Italy,NB,Total,Participation rate,2012,62.7
Italy,NB,Total,Participation rate,2013,62.5
Italy,NB,Total,Participation rate,2014,63.1
Italy,NB,Total,Participation rate,2015,63.2
Italy,NB,Total,Participation rate,2016,64.2
Italy,NB,Total,Participation rate,2017,64.7
Italy,NB,Total,Participation rate,2018,64.8
Italy,NB,Total,Participation rate,2019,64.9
United Kingdom,NB,Men,Participation rate,2000,82.9
United Kingdom,NB,Men,Participation rate,2001,82.3
United Kingdom,NB,Men,Participation rate,2002,82
United Kingdom,NB,Men,Participation rate,2003,82.2
United Kingdom,NB,Men,Participation rate,2004,81.7
United Kingdom,NB,Men,Participation rate,2005,81.5
United Kingdom,NB,Men,Participation rate,2006,81.5
United Kingdom,NB,Men,Participation rate,2007,81.4
United Kingdom,NB,Men,Participation rate,2008,81.9
United Kingdom,NB,Men,Participation rate,2009,81.4
United Kingdom,NB,Men,Participation rate,2010,81.1
United Kingdom,NB,Men,Participation rate,2011,81.1
United Kingdom,NB,Men,Participation rate,2012,81.7
United Kingdom,NB,Men,Participation rate,2013,81.9
United Kingdom,NB,Men,Participation rate,2014,81.8
United Kingdom,NB,Men,Participation rate,2015,81.9
United Kingdom,NB,Men,Participation rate,2016,82
United Kingdom,NB,Men,Participation rate,2017,81.7
United Kingdom,NB,Men,Participation rate,2018,81.9
United Kingdom,NB,Men,Participation rate,2019,81.8
United Kingdom,NB,Women,Participation rate,2000,68.7
United Kingdom,NB,Women,Participation rate,2001,68.6
United Kingdom,NB,Women,Participation rate,2002,69.1
United Kingdom,NB,Women,Participation rate,2003,69.1
United Kingdom,NB,Women,Participation rate,2004,69.3
United Kingdom,NB,Women,Participation rate,2005,69.4
United Kingdom,NB,Women,Participation rate,2006,70
United Kingdom,NB,Women,Participation rate,2007,69.5
United Kingdom,NB,Women,Participation rate,2008,70.2
United Kingdom,NB,Women,Participation rate,2009,70.2
United Kingdom,NB,Women,Participation rate,2010,70.1
United Kingdom,NB,Women,Participation rate,2011,70.4
United Kingdom,NB,Women,Participation rate,2012,71.5
United Kingdom,NB,Women,Participation rate,2013,72
United Kingdom,NB,Women,Participation rate,2014,72.4
United Kingdom,NB,Women,Participation rate,2015,72.7
United Kingdom,NB,Women,Participation rate,2016,73.3
United Kingdom,NB,Women,Participation rate,2017,74
United Kingdom,NB,Women,Participation rate,2018,74.2
United Kingdom,NB,Women,Participation rate,2019,74.6
United Kingdom,NB,Total,Participation rate,2000,75.7
United Kingdom,NB,Total,Participation rate,2001,75.4
United Kingdom,NB,Total,Participation rate,2002,75.5
United Kingdom,NB,Total,Participation rate,2003,75.6
United Kingdom,NB,Total,Participation rate,2004,75.5
United Kingdom,NB,Total,Participation rate,2005,75.5
United Kingdom,NB,Total,Participation rate,2006,75.8
United Kingdom,NB,Total,Participation rate,2007,75.4
United Kingdom,NB,Total,Participation rate,2008,76
United Kingdom,NB,Total,Participation rate,2009,75.8
United Kingdom,NB,Total,Participation rate,2010,75.6
United Kingdom,NB,Total,Participation rate,2011,75.7
United Kingdom,NB,Total,Participation rate,2012,76.6
United Kingdom,NB,Total,Participation rate,2013,76.9
United Kingdom,NB,Total,Participation rate,2014,77.1
United Kingdom,NB,Total,Participation rate,2015,77.3
United Kingdom,NB,Total,Participation rate,2016,77.6
United Kingdom,NB,Total,Participation rate,2017,77.9
United Kingdom,NB,Total,Participation rate,2018,78
United Kingdom,NB,Total,Participation rate,2019,78.2
United States,NB,Men,Participation rate,2000,81.8
United States,NB,Men,Participation rate,2001,81.1
United States,NB,Men,Participation rate,2002,80.6
United States,NB,Men,Participation rate,2003,79.8
United States,NB,Men,Participation rate,2004,79.3
United States,NB,Men,Participation rate,2005,79.2
United States,NB,Men,Participation rate,2006,79.2
United States,NB,Men,Participation rate,2007,78.8
United States,NB,Men,Participation rate,2008,78.4
United States,NB,Men,Participation rate,2009,77.4
United States,NB,Men,Participation rate,2010,76.6
United States,NB,Men,Participation rate,2011,75.8
United States,NB,Men,Participation rate,2012,75.9
United States,NB,Men,Participation rate,2013,75.5
United States,NB,Men,Participation rate,2014,75.3
United States,NB,Men,Participation rate,2015,75.3
United States,NB,Men,Participation rate,2016,75.7
United States,NB,Men,Participation rate,2017,75.8
United States,NB,Men,Participation rate,2018,76.2
United States,NB,Men,Participation rate,2019,76.5
United States,NB,Women,Participation rate,2000,71.1
United States,NB,Women,Participation rate,2001,70.7
United States,NB,Women,Participation rate,2002,70.4
United States,NB,Women,Participation rate,2003,69.8
United States,NB,Women,Participation rate,2004,69.4
United States,NB,Women,Participation rate,2005,69.4
United States,NB,Women,Participation rate,2006,69.3
United States,NB,Women,Participation rate,2007,69.1
United States,NB,Women,Participation rate,2008,69.3
United States,NB,Women,Participation rate,2009,68.7
United States,NB,Women,Participation rate,2010,68.1
United States,NB,Women,Participation rate,2011,67.6
United States,NB,Women,Participation rate,2012,67.3
United States,NB,Women,Participation rate,2013,67
United States,NB,Women,Participation rate,2014,67.1
United States,NB,Women,Participation rate,2015,67.1
United States,NB,Women,Participation rate,2016,67.5
United States,NB,Women,Participation rate,2017,67.9
United States,NB,Women,Participation rate,2018,68.3
United States,NB,Women,Participation rate,2019,69
United States,NB,Total,Participation rate,2000,76.3
United States,NB,Total,Participation rate,2001,75.8
United States,NB,Total,Participation rate,2002,75.4
United States,NB,Total,Participation rate,2003,74.7
United States,NB,Total,Participation rate,2004,74.2
United States,NB,Total,Participation rate,2005,74.2
United States,NB,Total,Participation rate,2006,74.2
United States,NB,Total,Participation rate,2007,73.9
United States,NB,Total,Participation rate,2008,73.8
United States,NB,Total,Participation rate,2009,73
United States,NB,Total,Participation rate,2010,72.3
United States,NB,Total,Participation rate,2011,71.7
United States,NB,Total,Participation rate,2012,71.5
United States,NB,Total,Participation rate,2013,71.2
United States,NB,Total,Participation rate,2014,71.1
United States,NB,Total,Participation rate,2015,71.1
United States,NB,Total,Participation rate,2016,71.5
United States,NB,Total,Participation rate,2017,71.8
United States,NB,Total,Participation rate,2018,72.2
United States,NB,Total,Participation rate,2019,72.7
